id,company_name,contact_name,email,phone,address,city,state,county,zip,business_type,priority,source,tags,scraped_at,notes
MS-00001,The Garcia Restaurant,David Taylor,info@thegarciarestau.com,+1 (555) 882-2191,367 Maple St,Hattiesburg,MS,Hattiesburg County,54068,cafe,C,MS_Scraper,"Restaurant,MS,Hattiesburg",2026-05-07T20:48:34.170261,"State Population: 2,961,279"
MS-00002,Biloxi Cafe,Robert Rodriguez,info@biloxicafe.com,+1 (555) 132-7375,9828 Pine St,Biloxi,MS,Biloxi County,28983,restaurant,C,MS_Scraper,"Restaurant,MS,Biloxi",2026-05-07T20:48:34.170275,"State Population: 2,961,279"
MS-00003,Hattiesburg Cafe,Patricia Rodriguez,info@hattiesburgcafe.com,+1 (555) 301-3262,3235 Pine St,Hattiesburg,MS,Hattiesburg County,74844,bar,C,MS_Scraper,"Restaurant,MS,Hattiesburg",2026-05-07T20:48:34.170286,"State Population: 2,961,279"
MS-00004,Jackson Diner,Richard Anderson,info@jacksondiner.com,+1 (555) 715-6928,4043 Main St,Jackson,MS,Jackson County,88134,restaurant,C,MS_Scraper,"Restaurant,MS,Jackson",2026-05-07T20:48:34.170296,"State Population: 2,961,279"
MS-00005,Biloxi Bistro,James Jones,info@biloxibistro.com,+1 (555) 866-4665,760 Pine St,Biloxi,MS,Biloxi County,92270,grill,C,MS_Scraper,"Restaurant,MS,Biloxi",2026-05-07T20:48:34.170306,"State Population: 2,961,279"
MS-00006,The Johnson Restaurant,David Williams,info@thejohnsonresta.com,+1 (555) 989-8658,4756 Main St,Jackson,MS,Jackson County,28518,restaurant,C,MS_Scraper,"Restaurant,MS,Jackson",2026-05-07T20:48:34.170324,"State Population: 2,961,279"
MS-00007,Biloxi Cafe,Robert Davis,info@biloxicafe.com,+1 (555) 606-8664,7799 Pine St,Biloxi,MS,Biloxi County,17192,cafe,C,MS_Scraper,"Restaurant,MS,Biloxi",2026-05-07T20:48:34.170338,"State Population: 2,961,279"
MS-00008,Jackson Pub,Patricia Wilson,info@jacksonpub.com,+1 (555) 803-4245,8160 Pine St,Jackson,MS,Jackson County,71487,cafe,C,MS_Scraper,"Restaurant,MS,Jackson",2026-05-07T20:48:34.170347,"State Population: 2,961,279"
MS-00009,Gulfport Eatery,David Davis,info@gulfporteatery.com,+1 (555) 205-1873,759 Pine St,Gulfport,MS,Gulfport County,76871,cafe,C,MS_Scraper,"Restaurant,MS,Gulfport",2026-05-07T20:48:34.170357,"State Population: 2,961,279"
MS-00010,Gulfport Bar,Barbara Brown,info@gulfportbar.com,+1 (555) 883-9588,2149 Pine St,Gulfport,MS,Gulfport County,31440,grill,C,MS_Scraper,"Restaurant,MS,Gulfport",2026-05-07T20:48:34.170366,"State Population: 2,961,279"
MS-00011,Hattiesburg Pub,John Williams,info@hattiesburgpub.com,+1 (555) 761-3307,8095 Elm St,Hattiesburg,MS,Hattiesburg County,19315,bar,C,MS_Scraper,"Restaurant,MS,Hattiesburg",2026-05-07T20:48:34.170375,"State Population: 2,961,279"
MS-00012,Hattiesburg Kitchen,Susan Rodriguez,info@hattiesburgkitc.com,+1 (555) 648-3013,5749 Oak St,Hattiesburg,MS,Hattiesburg County,43945,grill,C,MS_Scraper,"Restaurant,MS,Hattiesburg",2026-05-07T20:48:34.170385,"State Population: 2,961,279"
MS-00013,Hattiesburg Bistro,Jennifer Wilson,info@hattiesburgbist.com,+1 (555) 633-7549,6311 Pine St,Hattiesburg,MS,Hattiesburg County,73604,restaurant,C,MS_Scraper,"Restaurant,MS,Hattiesburg",2026-05-07T20:48:34.170394,"State Population: 2,961,279"
MS-00014,The Smith Restaurant,Robert Garcia,info@thesmithrestaur.com,+1 (555) 141-5588,2884 Maple St,Biloxi,MS,Biloxi County,28067,cafe,C,MS_Scraper,"Restaurant,MS,Biloxi",2026-05-07T20:48:34.170434,"State Population: 2,961,279"
MS-00015,Jackson Grill,Linda Garcia,info@jacksongrill.com,+1 (555) 846-2476,4974 Oak St,Jackson,MS,Jackson County,98618,bar,C,MS_Scraper,"Restaurant,MS,Jackson",2026-05-07T20:48:34.170447,"State Population: 2,961,279"
MS-00016,The Smith Restaurant,William Davis,info@thesmithrestaur.com,+1 (555) 807-9674,9757 Main St,Hattiesburg,MS,Hattiesburg County,43510,restaurant,C,MS_Scraper,"Restaurant,MS,Hattiesburg",2026-05-07T20:48:34.170460,"State Population: 2,961,279"
MS-00017,Jackson Bistro,Patricia Garcia,info@jacksonbistro.com,+1 (555) 911-9278,4063 Oak St,Jackson,MS,Jackson County,27484,bar,C,MS_Scraper,"Restaurant,MS,Jackson",2026-05-07T20:48:34.170470,"State Population: 2,961,279"
MS-00018,Hattiesburg Grill,Barbara Miller,info@hattiesburggril.com,+1 (555) 141-8137,5042 Pine St,Hattiesburg,MS,Hattiesburg County,29339,bar,C,MS_Scraper,"Restaurant,MS,Hattiesburg",2026-05-07T20:48:34.170479,"State Population: 2,961,279"
MS-00019,Hattiesburg Grill,Elizabeth Miller,info@hattiesburggril.com,+1 (555) 348-9520,3450 Oak St,Hattiesburg,MS,Hattiesburg County,41894,restaurant,C,MS_Scraper,"Restaurant,MS,Hattiesburg",2026-05-07T20:48:34.170487,"State Population: 2,961,279"
AR-00000,Jonesboro Pub,Patricia Anderson,info@jonesboropub.com,+1 (555) 611-8778,7186 Pine St,Jonesboro,AR,Jonesboro County,25828,bar,C,AR_Scraper,"Restaurant,AR,Jonesboro",2026-05-07T20:48:34.196359,"State Population: 3,011,524"
AR-00001,Springdale Bar,William Brown,info@springdalebar.com,+1 (555) 307-2661,1244 Oak St,Springdale,AR,Springdale County,20721,cafe,C,AR_Scraper,"Restaurant,AR,Springdale",2026-05-07T20:48:34.196386,"State Population: 3,011,524"
AR-00002,Fayetteville Kitchen,John Jones,info@fayettevillekit.com,+1 (555) 418-1963,1098 Pine St,Fayetteville,AR,Fayetteville County,29879,cafe,C,AR_Scraper,"Restaurant,AR,Fayetteville",2026-05-07T20:48:34.196418,"State Population: 3,011,524"
AR-00003,The Davis Restaurant,Robert Smith,info@thedavisrestaur.com,+1 (555) 655-4479,1618 Oak St,Little Rock,AR,Little Rock County,15565,cafe,C,AR_Scraper,"Restaurant,AR,Little Rock",2026-05-07T20:48:34.196431,"State Population: 3,011,524"
AR-00004,Jonesboro Grill,David Brown,info@jonesborogrill.com,+1 (555) 612-9933,7224 Pine St,Jonesboro,AR,Jonesboro County,76092,cafe,C,AR_Scraper,"Restaurant,AR,Jonesboro",2026-05-07T20:48:34.196450,"State Population: 3,011,524"
AR-00005,Little Rock Bar,Linda Brown,info@littlerockbar.com,+1 (555) 269-1193,8973 Main St,Little Rock,AR,Little Rock County,23337,bar,C,AR_Scraper,"Restaurant,AR,Little Rock",2026-05-07T20:48:34.196472,"State Population: 3,011,524"
AR-00006,Jonesboro Grill,Patricia Wilson,info@jonesborogrill.com,+1 (555) 516-6107,4397 Elm St,Jonesboro,AR,Jonesboro County,35848,cafe,C,AR_Scraper,"Restaurant,AR,Jonesboro",2026-05-07T20:48:34.196486,"State Population: 3,011,524"
AR-00007,Jonesboro Diner,Mary Smith,info@jonesborodiner.com,+1 (555) 314-5827,3994 Oak St,Jonesboro,AR,Jonesboro County,16037,cafe,C,AR_Scraper,"Restaurant,AR,Jonesboro",2026-05-07T20:48:34.196496,"State Population: 3,011,524"
AR-00008,Little Rock Bistro,David Miller,info@littlerockbistr.com,+1 (555) 261-3896,2462 Pine St,Little Rock,AR,Little Rock County,39172,grill,C,AR_Scraper,"Restaurant,AR,Little Rock",2026-05-07T20:48:34.196508,"State Population: 3,011,524"
AR-00009,Fayetteville Grill,Elizabeth Jones,info@fayettevillegri.com,+1 (555) 680-7956,4814 Elm St,Fayetteville,AR,Fayetteville County,78295,cafe,C,AR_Scraper,"Restaurant,AR,Fayetteville",2026-05-07T20:48:34.196518,"State Population: 3,011,524"
AR-00010,Fayetteville Kitchen,Jennifer Miller,info@fayettevillekit.com,+1 (555) 113-7622,1122 Elm St,Fayetteville,AR,Fayetteville County,37325,cafe,C,AR_Scraper,"Restaurant,AR,Fayetteville",2026-05-07T20:48:34.196526,"State Population: 3,011,524"
AR-00011,Little Rock Bistro,Barbara Martinez,info@littlerockbistr.com,+1 (555) 622-2865,4164 Pine St,Little Rock,AR,Little Rock County,52526,cafe,C,AR_Scraper,"Restaurant,AR,Little Rock",2026-05-07T20:48:34.196534,"State Population: 3,011,524"
AR-00012,Springdale Kitchen,Mary Anderson,info@springdalekitch.com,+1 (555) 291-5894,1165 Oak St,Springdale,AR,Springdale County,38686,bar,C,AR_Scraper,"Restaurant,AR,Springdale",2026-05-07T20:48:34.196542,"State Population: 3,011,524"
AR-00013,Little Rock Eatery,John Miller,info@littlerockeater.com,+1 (555) 900-6501,6427 Main St,Little Rock,AR,Little Rock County,30478,restaurant,C,AR_Scraper,"Restaurant,AR,Little Rock",2026-05-07T20:48:34.196551,"State Population: 3,011,524"
AR-00014,Little Rock Diner,Robert Rodriguez,info@littlerockdiner.com,+1 (555) 105-6893,2734 Pine St,Little Rock,AR,Little Rock County,38107,bar,C,AR_Scraper,"Restaurant,AR,Little Rock",2026-05-07T20:48:34.196559,"State Population: 3,011,524"
AR-00015,Springdale Tavern,David Davis,info@springdaletaver.com,+1 (555) 893-5847,8002 Main St,Springdale,AR,Springdale County,56088,bar,C,AR_Scraper,"Restaurant,AR,Springdale",2026-05-07T20:48:34.196567,"State Population: 3,011,524"
AR-00016,Little Rock Tavern,Linda Anderson,info@littlerocktaver.com,+1 (555) 121-8579,9162 Pine St,Little Rock,AR,Little Rock County,17411,cafe,C,AR_Scraper,"Restaurant,AR,Little Rock",2026-05-07T20:48:34.196584,"State Population: 3,011,524"
AR-00017,Fayetteville Diner,Jennifer Martinez,info@fayettevilledin.com,+1 (555) 429-1003,5659 Elm St,Fayetteville,AR,Fayetteville County,87301,grill,C,AR_Scraper,"Restaurant,AR,Fayetteville",2026-05-07T20:48:34.196595,"State Population: 3,011,524"
AR-00018,Jonesboro Kitchen,James Smith,info@jonesborokitche.com,+1 (555) 855-6883,1872 Pine St,Jonesboro,AR,Jonesboro County,85358,cafe,C,AR_Scraper,"Restaurant,AR,Jonesboro",2026-05-07T20:48:34.196603,"State Population: 3,011,524"
AR-00019,Springdale Pub,David Jones,info@springdalepub.com,+1 (555) 270-4802,6861 Elm St,Springdale,AR,Springdale County,26206,cafe,C,AR_Scraper,"Restaurant,AR,Springdale",2026-05-07T20:48:34.196611,"State Population: 3,011,524"
