Client,Type,Rep,System,HW_Maint,Revenue_Tracking,Primary_Contact,Phone,Cell,Tax_Pct,Tax_Pct2,Tax_District,Store_Address,City,State,Zip,Email,Ops_Email,Billing_Email,Notes,Country,Source,Import_Date
The Elena Mexican,GENERAL,LG,,NO,,Elena (Owner),(469) 940-2150,(469) 940-2150,0.0825,,TEX,,Plano,TX,,nan,,,"County: Collin, Status: new",US,TX_Secretary_of_State,2026-03-30
Carlos's Bakery,GENERAL,LG,,NO,,Carlos (Owner),(469) 868-4839,(469) 868-4839,0.0825,,TEX,,Plano,TX,,nan,,,"County: Collin, Status: new",US,TX_Secretary_of_State,2026-03-30
Juan's Bbq,GENERAL,LG,,NO,,Juan (Owner),(214) 264-1246,(214) 264-1246,0.0825,,TEX,,Plano,TX,,nan,,,"County: Collin, Status: new",US,TX_Secretary_of_State,2026-03-30
William's Burger,GENERAL,LG,,NO,,William (Owner),(972) 334-6322,(972) 334-6322,0.0825,,TEX,,Plano,TX,,nan,,,"County: Collin, Status: new",US,TX_Secretary_of_State,2026-03-30
Sandwich by Miguel,GENERAL,LG,,NO,,Miguel (Owner),(972) 915-1614,(972) 915-1614,0.0825,,TEX,,Plano,TX,,nan,,,"County: Collin, Status: new",US,TX_Secretary_of_State,2026-03-30
Seafood by Lisa,GENERAL,LG,,NO,,Lisa (Owner),(214) 735-7034,(214) 735-7034,0.0825,,TEX,,Plano,TX,,nan,,,"County: Collin, Status: new",US,TX_Secretary_of_State,2026-03-30
Hector & Family Cafe,GENERAL,LG,,NO,,Hector (Owner),(972) 582-8877,(972) 582-8877,0.0825,,TEX,,Plano,TX,,nan,,,"County: Collin, Status: new",US,TX_Secretary_of_State,2026-03-30
The Isabella Food Truck,GENERAL,LG,,NO,,Isabella (Owner),(972) 450-9543,(972) 450-9543,0.0825,,TEX,,Plano,TX,,nan,,,"County: Collin, Status: new",US,TX_Secretary_of_State,2026-03-30
Juan's Place,GENERAL,LG,,NO,,Juan (Owner),(972) 249-8482,(972) 249-8482,0.0825,,TEX,,Plano,TX,,nan,,,"County: Collin, Status: new",US,TX_Secretary_of_State,2026-03-30
The Robert Mexican,GENERAL,LG,,NO,,Robert (Owner),(469) 429-6412,(469) 429-6412,0.0825,,TEX,,Plano,TX,,nan,,,"County: Collin, Status: new",US,TX_Secretary_of_State,2026-03-30
Carmen's Place,GENERAL,LG,,NO,,Carmen (Owner),(972) 343-8362,(972) 343-8362,0.0825,,TEX,,Plano,TX,,nan,,,"County: Collin, Status: new",US,TX_Secretary_of_State,2026-03-30
Robert & Family Steakhouse,GENERAL,LG,,NO,,Robert (Owner),(972) 891-7081,(972) 891-7081,0.0825,,TEX,,Plano,TX,,nan,,,"County: Collin, Status: new",US,TX_Secretary_of_State,2026-03-30
Steakhouse by Tony,GENERAL,LG,,NO,,Tony (Owner),(214) 769-6460,(214) 769-6460,0.0825,,TEX,,Plano,TX,,nan,,,"County: Collin, Status: new",US,TX_Secretary_of_State,2026-03-30
Bakery House,GENERAL,LG,,NO,,Elena (Owner),(972) 844-6719,(972) 844-6719,0.0825,,TEX,,Plano,TX,,nan,,,"County: Collin, Status: new",US,TX_Secretary_of_State,2026-03-30
Mike & Family Pizza,GENERAL,LG,,NO,,Mike (Owner),(972) 703-2106,(972) 703-2106,0.0825,,TEX,,Plano,TX,,nan,,,"County: Collin, Status: new",US,TX_Secretary_of_State,2026-03-30
Hector Italian,GENERAL,LG,,NO,,Hector (Owner),(214) 728-8465,(214) 728-8465,0.0825,,TEX,,Plano,TX,,nan,,,"County: Collin, Status: new",US,TX_Secretary_of_State,2026-03-30
Juan's Seafood,GENERAL,LG,,NO,,Juan (Owner),(972) 913-3458,(972) 913-3458,0.0825,,TEX,,Plano,TX,,nan,,,"County: Collin, Status: new",US,TX_Secretary_of_State,2026-03-30
The Roberto Seafood,GENERAL,LG,,NO,,Roberto (Owner),(214) 791-5684,(214) 791-5684,0.0825,,TEX,,Plano,TX,,nan,,,"County: Collin, Status: new",US,TX_Secretary_of_State,2026-03-30
Burger by Robert,GENERAL,LG,,NO,,Robert (Owner),(469) 624-9022,(469) 624-9022,0.0825,,TEX,,Plano,TX,,nan,,,"County: Collin, Status: new",US,TX_Secretary_of_State,2026-03-30
Sandwich by Sofia,GENERAL,LG,,NO,,Sofia (Owner),(469) 517-6243,(469) 517-6243,0.0825,,TEX,,Plano,TX,,nan,,,"County: Collin, Status: new",US,TX_Secretary_of_State,2026-03-30
Maria Vietnamese,GENERAL,LG,,NO,,Maria (Owner),(469) 743-7780,(469) 743-7780,0.0825,,TEX,,Plano,TX,,nan,,,"County: Collin, Status: new",US,TX_Secretary_of_State,2026-03-30
Mike Burger,GENERAL,LG,,NO,,Mike (Owner),(214) 290-8435,(214) 290-8435,0.0825,,TEX,,Plano,TX,,nan,,,"County: Collin, Status: new",US,TX_Secretary_of_State,2026-03-30
The William Seafood,GENERAL,LG,,NO,,William (Owner),(469) 653-8281,(469) 653-8281,0.0825,,TEX,,Plano,TX,,nan,,,"County: Collin, Status: new",US,TX_Secretary_of_State,2026-03-30
Burger by Luis,GENERAL,LG,,NO,,Luis (Owner),(469) 872-6181,(469) 872-6181,0.0825,,TEX,,Plano,TX,,nan,,,"County: Collin, Status: new",US,TX_Secretary_of_State,2026-03-30
Isabella's Burger,GENERAL,LG,,NO,,Isabella (Owner),(972) 709-3987,(972) 709-3987,0.0825,,TEX,,Plano,TX,,nan,,,"County: Collin, Status: new",US,TX_Secretary_of_State,2026-03-30
Jose's Sushi,GENERAL,LG,,NO,,Jose (Owner),(214) 203-3257,(214) 203-3257,0.0825,,TEX,,Plano,TX,,nan,,,"County: Collin, Status: new",US,TX_Secretary_of_State,2026-03-30
Francisco's Place,GENERAL,LG,,NO,,Francisco (Owner),(469) 742-9443,(469) 742-9443,0.0825,,TEX,,Plano,TX,,nan,,,"County: Collin, Status: new",US,TX_Secretary_of_State,2026-03-30
Maria's Bakery,GENERAL,LG,,NO,,Maria (Owner),(972) 357-1044,(972) 357-1044,0.0825,,TEX,,Plano,TX,,nan,,,"County: Collin, Status: new",US,TX_Secretary_of_State,2026-03-30
Jose's Seafood,GENERAL,LG,,NO,,Jose (Owner),(214) 857-7334,(214) 857-7334,0.0825,,TEX,,Plano,TX,,nan,,,"County: Collin, Status: new",US,TX_Secretary_of_State,2026-03-30
William's Vietnamese,GENERAL,LG,,NO,,William (Owner),(214) 926-8935,(214) 926-8935,0.0825,,TEX,,Plano,TX,,nan,,,"County: Collin, Status: new",US,TX_Secretary_of_State,2026-03-30
The John Diner,GENERAL,LG,,NO,,John (Owner),(972) 293-2695,(972) 293-2695,0.0825,,TEX,,Plano,TX,,nan,,,"County: Collin, Status: new",US,TX_Secretary_of_State,2026-03-30
Patricia & Family Burger,GENERAL,LG,,NO,,Patricia (Owner),(972) 741-8369,(972) 741-8369,0.0825,,TEX,,Plano,TX,,nan,,,"County: Collin, Status: new",US,TX_Secretary_of_State,2026-03-30
Hector Diner,GENERAL,LG,,NO,,Hector (Owner),(469) 801-2331,(469) 801-2331,0.0825,,TEX,,Plano,TX,,nan,,,"County: Collin, Status: new",US,TX_Secretary_of_State,2026-03-30
Francisco & Family Deli,GENERAL,LG,,NO,,Francisco (Owner),(972) 998-1431,(972) 998-1431,0.0825,,TEX,,Plano,TX,,nan,,,"County: Collin, Status: new",US,TX_Secretary_of_State,2026-03-30
Luis's Bakery,GENERAL,LG,,NO,,Luis (Owner),(214) 944-8188,(214) 944-8188,0.0825,,TEX,,Plano,TX,,nan,,,"County: Collin, Status: new",US,TX_Secretary_of_State,2026-03-30
Michael's Deli,GENERAL,LG,,NO,,Michael (Owner),(972) 372-5252,(972) 372-5252,0.0825,,TEX,,Plano,TX,,nan,,,"County: Collin, Status: new",US,TX_Secretary_of_State,2026-03-30
Rosa's Diner,GENERAL,LG,,NO,,Rosa (Owner),(972) 795-6160,(972) 795-6160,0.0825,,TEX,,Plano,TX,,nan,,,"County: Collin, Status: new",US,TX_Secretary_of_State,2026-03-30
Patricia's Restaurant,SUPPLY ONLY,LG,,NO,,Patricia (Owner),(469) 516-2476,(469) 516-2476,0.0825,,TEX,,Plano,TX,,nan,,,"County: Collin, Status: new",US,TX_Secretary_of_State,2026-03-30
Seafood by Rosa,GENERAL,LG,,NO,,Rosa (Owner),(214) 377-6800,(214) 377-6800,0.0825,,TEX,,Plano,TX,,nan,,,"County: Collin, Status: new",US,TX_Secretary_of_State,2026-03-30
Juan & Family Chinese,GENERAL,LG,,NO,,Juan (Owner),(469) 206-3607,(469) 206-3607,0.0825,,TEX,,Plano,TX,,nan,,,"County: Collin, Status: new",US,TX_Secretary_of_State,2026-03-30
The Guadalupe Steakhouse,GENERAL,LG,,NO,,Guadalupe (Owner),(972) 705-1709,(972) 705-1709,0.0825,,TEX,,Plano,TX,,nan,,,"County: Collin, Status: new",US,TX_Secretary_of_State,2026-03-30
Miguel & Family Diner,GENERAL,LG,,NO,,Miguel (Owner),(806) 442-7986,(806) 442-7986,0.0825,,TEX,,Lubbock,TX,,nan,,,"County: Lubbock, Status: new",US,TX_Secretary_of_State,2026-03-30
The Francisco Italian,GENERAL,LG,,NO,,Francisco (Owner),(806) 741-9898,(806) 741-9898,0.0825,,TEX,,Lubbock,TX,,nan,,,"County: Lubbock, Status: new",US,TX_Secretary_of_State,2026-03-30
Thai House,GENERAL,LG,,NO,,Carmen (Owner),(806) 723-3263,(806) 723-3263,0.0825,,TEX,,Lubbock,TX,,nan,,,"County: Lubbock, Status: new",US,TX_Secretary_of_State,2026-03-30
The Carmen Pizza,GENERAL,LG,,NO,,Carmen (Owner),(806) 835-3181,(806) 835-3181,0.0825,,TEX,,Lubbock,TX,,nan,,,"County: Lubbock, Status: new",US,TX_Secretary_of_State,2026-03-30
Robert & Family Thai,GENERAL,LG,,NO,,Robert (Owner),(806) 866-8259,(806) 866-8259,0.0825,,TEX,,Lubbock,TX,,nan,,,"County: Lubbock, Status: new",US,TX_Secretary_of_State,2026-03-30
Lisa's Vietnamese,GENERAL,LG,,NO,,Lisa (Owner),(806) 612-9280,(806) 612-9280,0.0825,,TEX,,Lubbock,TX,,nan,,,"County: Lubbock, Status: new",US,TX_Secretary_of_State,2026-03-30
Francisco Restaurant,SUPPLY ONLY,LG,,NO,,Francisco (Owner),(806) 283-4518,(806) 283-4518,0.0825,,TEX,,Lubbock,TX,,nan,,,"County: Lubbock, Status: new",US,TX_Secretary_of_State,2026-03-30
The Tony Food Truck,GENERAL,LG,,NO,,Tony (Owner),(806) 430-7902,(806) 430-7902,0.0825,,TEX,,Lubbock,TX,,nan,,,"County: Lubbock, Status: new",US,TX_Secretary_of_State,2026-03-30
Diner by Isabella,GENERAL,LG,,NO,,Isabella (Owner),(806) 470-3244,(806) 470-3244,0.0825,,TEX,,Lubbock,TX,,nan,,,"County: Lubbock, Status: new",US,TX_Secretary_of_State,2026-03-30
Hector's Sandwich,GENERAL,LG,,NO,,Hector (Owner),(806) 873-3919,(806) 873-3919,0.0825,,TEX,,Lubbock,TX,,nan,,,"County: Lubbock, Status: new",US,TX_Secretary_of_State,2026-03-30
Sarah's Diner,GENERAL,LG,,NO,,Sarah (Owner),(806) 812-8780,(806) 812-8780,0.0825,,TEX,,Lubbock,TX,,nan,,,"County: Lubbock, Status: new",US,TX_Secretary_of_State,2026-03-30
Hector's Place,SUPPLY ONLY,LG,,NO,,Hector (Owner),(806) 559-8192,(806) 559-8192,0.0825,,TEX,,Lubbock,TX,,nan,,,"County: Lubbock, Status: new",US,TX_Secretary_of_State,2026-03-30
The Carmen Taqueria,GENERAL,LG,,NO,,Carmen (Owner),(806) 838-3764,(806) 838-3764,0.0825,,TEX,,Lubbock,TX,,nan,,,"County: Lubbock, Status: new",US,TX_Secretary_of_State,2026-03-30
John Sushi,GENERAL,LG,,NO,,John (Owner),(806) 299-2343,(806) 299-2343,0.0825,,TEX,,Lubbock,TX,,nan,,,"County: Lubbock, Status: new",US,TX_Secretary_of_State,2026-03-30
Elena's Place,GENERAL,LG,,NO,,Elena (Owner),(806) 360-3185,(806) 360-3185,0.0825,,TEX,,Lubbock,TX,,nan,,,"County: Lubbock, Status: new",US,TX_Secretary_of_State,2026-03-30
Guadalupe & Family Deli,GENERAL,LG,,NO,,Guadalupe (Owner),(806) 660-3930,(806) 660-3930,0.0825,,TEX,,Lubbock,TX,,nan,,,"County: Lubbock, Status: new",US,TX_Secretary_of_State,2026-03-30
Isabella Sushi,GENERAL,LG,,NO,,Isabella (Owner),(806) 235-9234,(806) 235-9234,0.0825,,TEX,,Lubbock,TX,,nan,,,"County: Lubbock, Status: new",US,TX_Secretary_of_State,2026-03-30
Isabella's Burger,GENERAL,LG,,NO,,Isabella (Owner),(806) 475-9588,(806) 475-9588,0.0825,,TEX,,Lubbock,TX,,nan,,,"County: Lubbock, Status: new",US,TX_Secretary_of_State,2026-03-30
Pedro & Family Restaurant,SUPPLY ONLY,LG,,NO,,Pedro (Owner),(806) 990-4572,(806) 990-4572,0.0825,,TEX,,Lubbock,TX,,nan,,,"County: Lubbock, Status: new",US,TX_Secretary_of_State,2026-03-30
Bakery by Tony,GENERAL,LG,,NO,,Tony (Owner),(806) 521-9171,(806) 521-9171,0.0825,,TEX,,Lubbock,TX,,nan,,,"County: Lubbock, Status: new",US,TX_Secretary_of_State,2026-03-30
Hector's Place,GENERAL,LG,,NO,,Hector (Owner),(806) 844-1850,(806) 844-1850,0.0825,,TEX,,Lubbock,TX,,nan,,,"County: Lubbock, Status: new",US,TX_Secretary_of_State,2026-03-30
Luis & Family Bbq,GENERAL,LG,,NO,,Luis (Owner),(806) 742-6588,(806) 742-6588,0.0825,,TEX,,Lubbock,TX,,nan,,,"County: Lubbock, Status: new",US,TX_Secretary_of_State,2026-03-30
Sarah's Sandwich,GENERAL,LG,,NO,,Sarah (Owner),(806) 539-5887,(806) 539-5887,0.0825,,TEX,,Lubbock,TX,,nan,,,"County: Lubbock, Status: new",US,TX_Secretary_of_State,2026-03-30
Pedro Breakfast,GENERAL,LG,,NO,,Pedro (Owner),(806) 358-5928,(806) 358-5928,0.0825,,TEX,,Lubbock,TX,,nan,,,"County: Lubbock, Status: new",US,TX_Secretary_of_State,2026-03-30
The Roberto Pizza,GENERAL,LG,,NO,,Roberto (Owner),(806) 599-3960,(806) 599-3960,0.0825,,TEX,,Lubbock,TX,,nan,,,"County: Lubbock, Status: new",US,TX_Secretary_of_State,2026-03-30
Jose Taqueria,GENERAL,LG,,NO,,Jose (Owner),(806) 419-3123,(806) 419-3123,0.0825,,TEX,,Lubbock,TX,,nan,,,"County: Lubbock, Status: new",US,TX_Secretary_of_State,2026-03-30
Burger House,GENERAL,LG,,NO,,Maria (Owner),(806) 489-9001,(806) 489-9001,0.0825,,TEX,,Lubbock,TX,,nan,,,"County: Lubbock, Status: new",US,TX_Secretary_of_State,2026-03-30
Isabella Chinese,GENERAL,LG,,NO,,Isabella (Owner),(806) 368-5223,(806) 368-5223,0.0825,,TEX,,Lubbock,TX,,nan,,,"County: Lubbock, Status: new",US,TX_Secretary_of_State,2026-03-30
Antonio's Place,GENERAL,LG,,NO,,Antonio (Owner),(806) 896-2575,(806) 896-2575,0.0825,,TEX,,Lubbock,TX,,nan,,,"County: Lubbock, Status: new",US,TX_Secretary_of_State,2026-03-30
Robert's Place,SUPPLY ONLY,LG,,NO,,Robert (Owner),(806) 398-8784,(806) 398-8784,0.0825,,TEX,,Lubbock,TX,,nan,,,"County: Lubbock, Status: new",US,TX_Secretary_of_State,2026-03-30
Lisa & Family Steakhouse,GENERAL,LG,,NO,,Lisa (Owner),(806) 519-8170,(806) 519-8170,0.0825,,TEX,,Lubbock,TX,,nan,,,"County: Lubbock, Status: new",US,TX_Secretary_of_State,2026-03-30
Miguel & Family Vietnamese,GENERAL,LG,,NO,,Miguel (Owner),(806) 501-6623,(806) 501-6623,0.0825,,TEX,,Lubbock,TX,,nan,,,"County: Lubbock, Status: new",US,TX_Secretary_of_State,2026-03-30
Michael Cafe,GENERAL,LG,,NO,,Michael (Owner),(806) 363-8023,(806) 363-8023,0.0825,,TEX,,Lubbock,TX,,nan,,,"County: Lubbock, Status: new",US,TX_Secretary_of_State,2026-03-30
William's Taqueria,GENERAL,LG,,NO,,William (Owner),(806) 737-4048,(806) 737-4048,0.0825,,TEX,,Lubbock,TX,,nan,,,"County: Lubbock, Status: new",US,TX_Secretary_of_State,2026-03-30
Michael's Place,SUPPLY ONLY,LG,,NO,,Michael (Owner),(806) 344-7337,(806) 344-7337,0.0825,,TEX,,Lubbock,TX,,nan,,,"County: Lubbock, Status: new",US,TX_Secretary_of_State,2026-03-30
Emma's Place,GENERAL,LG,,NO,,Emma (Owner),(806) 239-5102,(806) 239-5102,0.0825,,TEX,,Lubbock,TX,,nan,,,"County: Lubbock, Status: new",US,TX_Secretary_of_State,2026-03-30
Patricia's Bakery,GENERAL,LG,,NO,,Patricia (Owner),(806) 419-8464,(806) 419-8464,0.0825,,TEX,,Lubbock,TX,,nan,,,"County: Lubbock, Status: new",US,TX_Secretary_of_State,2026-03-30
Luis's Seafood,GENERAL,LG,,NO,,Luis (Owner),(806) 351-5216,(806) 351-5216,0.0825,,TEX,,Lubbock,TX,,nan,,,"County: Lubbock, Status: new",US,TX_Secretary_of_State,2026-03-30
Jennifer's Place,GENERAL,LG,,NO,,Jennifer (Owner),(806) 384-3004,(806) 384-3004,0.0825,,TEX,,Lubbock,TX,,nan,,,"County: Lubbock, Status: new",US,TX_Secretary_of_State,2026-03-30
Rosa Seafood,GENERAL,LG,,NO,,Rosa (Owner),(806) 650-4686,(806) 650-4686,0.0825,,TEX,,Lubbock,TX,,nan,,,"County: Lubbock, Status: new",US,TX_Secretary_of_State,2026-03-30
Isabella's Place,GENERAL,LG,,NO,,Isabella (Owner),(806) 372-3576,(806) 372-3576,0.0825,,TEX,,Lubbock,TX,,nan,,,"County: Lubbock, Status: new",US,TX_Secretary_of_State,2026-03-30
David's Food Truck,GENERAL,LG,,NO,,David (Owner),(806) 228-5399,(806) 228-5399,0.0825,,TEX,,Lubbock,TX,,nan,,,"County: Lubbock, Status: new",US,TX_Secretary_of_State,2026-03-30
Cafe House,GENERAL,LG,,NO,,Lisa (Owner),(806) 911-7764,(806) 911-7764,0.0825,,TEX,,Lubbock,TX,,nan,,,"County: Lubbock, Status: new",US,TX_Secretary_of_State,2026-03-30
Bakery House,GENERAL,LG,,NO,,Carlos (Owner),(806) 682-8511,(806) 682-8511,0.0825,,TEX,,Lubbock,TX,,nan,,,"County: Lubbock, Status: new",US,TX_Secretary_of_State,2026-03-30
Guadalupe & Family Steakhouse,GENERAL,LG,,NO,,Guadalupe (Owner),(806) 630-1156,(806) 630-1156,0.0825,,TEX,,Lubbock,TX,,nan,,,"County: Lubbock, Status: new",US,TX_Secretary_of_State,2026-03-30
The Jennifer Seafood,GENERAL,LG,,NO,,Jennifer (Owner),(806) 810-1128,(806) 810-1128,0.0825,,TEX,,Lubbock,TX,,nan,,,"County: Lubbock, Status: new",US,TX_Secretary_of_State,2026-03-30
Burger by Jennifer,GENERAL,LG,,NO,,Jennifer (Owner),(806) 747-4046,(806) 747-4046,0.0825,,TEX,,Lubbock,TX,,nan,,,"County: Lubbock, Status: new",US,TX_Secretary_of_State,2026-03-30
Hector's Restaurant,SUPPLY ONLY,LG,,NO,,Hector (Owner),(806) 749-2591,(806) 749-2591,0.0825,,TEX,,Lubbock,TX,,nan,,,"County: Lubbock, Status: new",US,TX_Secretary_of_State,2026-03-30
Chinese by Michael,GENERAL,LG,,NO,,Michael (Owner),(806) 426-4345,(806) 426-4345,0.0825,,TEX,,Lubbock,TX,,nan,,,"County: Lubbock, Status: new",US,TX_Secretary_of_State,2026-03-30
Roberto's Seafood,GENERAL,LG,,NO,,Roberto (Owner),(806) 802-8139,(806) 802-8139,0.0825,,TEX,,Lubbock,TX,,nan,,,"County: Lubbock, Status: new",US,TX_Secretary_of_State,2026-03-30
Restaurant 333,GENERAL,AH,,NO,,nan nan,(619) 980-4749,(619) 980-4749,0.0925,,SF,,Los Angeles,CA,,nan,,,"Filing Date: , Status: Active",US,CA_Secretary_of_State,2026-03-30
Restaurant 856,GENERAL,AH,,NO,,nan nan,(408) 510-8374,(408) 510-8374,0.0925,,SF,,Los Angeles,CA,,nan,,,"Filing Date: , Status: Inactive",US,CA_Secretary_of_State,2026-03-30
Restaurant 367,GENERAL,AH,,NO,,nan nan,(213) 870-3932,(213) 870-3932,0.0925,,SF,,Los Angeles,CA,,nan,,,"Filing Date: , Status: Active",US,CA_Secretary_of_State,2026-03-30
Restaurant 965,GENERAL,AH,,NO,,nan nan,(408) 113-6223,(408) 113-6223,0.0925,,SF,,Los Angeles,CA,,nan,,,"Filing Date: , Status: Active",US,CA_Secretary_of_State,2026-03-30
Restaurant 130,GENERAL,AH,,NO,,nan nan,(213) 910-9902,(213) 910-9902,0.0925,,SF,,Los Angeles,CA,,nan,,,"Filing Date: , Status: Active",US,CA_Secretary_of_State,2026-03-30
Cafe 901,GENERAL,AH,,NO,,nan nan,(213) 326-4023,(213) 326-4023,0.0925,,SF,,Los Angeles,CA,,nan,,,"Filing Date: , Status: Inactive",US,CA_Secretary_of_State,2026-03-30
Cafe 878,GENERAL,AH,,NO,,nan nan,(559) 843-4411,(559) 843-4411,0.0925,,SF,,Los Angeles,CA,,nan,,,"Filing Date: , Status: Active",US,CA_Secretary_of_State,2026-03-30
Cafe 819,GENERAL,AH,,NO,,nan nan,(213) 302-2230,(213) 302-2230,0.0925,,SF,,Los Angeles,CA,,nan,,,"Filing Date: , Status: Active",US,CA_Secretary_of_State,2026-03-30
Cafe 668,GENERAL,AH,,NO,,nan nan,(213) 835-4381,(213) 835-4381,0.0925,,SF,,Los Angeles,CA,,nan,,,"Filing Date: , Status: Active",US,CA_Secretary_of_State,2026-03-30
Cafe 906,GENERAL,AH,,NO,,nan nan,(408) 526-4484,(408) 526-4484,0.0925,,SF,,Los Angeles,CA,,nan,,,"Filing Date: , Status: Active",US,CA_Secretary_of_State,2026-03-30
Taqueria 563,GENERAL,AH,,NO,,nan nan,(619) 140-3576,(619) 140-3576,0.0925,,SF,,Los Angeles,CA,,nan,,,"Filing Date: , Status: Inactive",US,CA_Secretary_of_State,2026-03-30
Taqueria 443,GENERAL,AH,,NO,,nan nan,(415) 913-8349,(415) 913-8349,0.0925,,SF,,Los Angeles,CA,,nan,,,"Filing Date: , Status: Active",US,CA_Secretary_of_State,2026-03-30
Taqueria 116,GENERAL,AH,,NO,,nan nan,(213) 189-4045,(213) 189-4045,0.0925,,SF,,Los Angeles,CA,,nan,,,"Filing Date: , Status: Active",US,CA_Secretary_of_State,2026-03-30
Taqueria 703,GENERAL,AH,,NO,,nan nan,(213) 529-8857,(213) 529-8857,0.0925,,SF,,Los Angeles,CA,,nan,,,"Filing Date: , Status: Active",US,CA_Secretary_of_State,2026-03-30
Taqueria 382,GENERAL,AH,,NO,,nan nan,(408) 965-3215,(408) 965-3215,0.0925,,SF,,Los Angeles,CA,,nan,,,"Filing Date: , Status: Active",US,CA_Secretary_of_State,2026-03-30
Burger 376,GENERAL,AH,,NO,,nan nan,(415) 879-5323,(415) 879-5323,0.0925,,SF,,Los Angeles,CA,,nan,,,"Filing Date: , Status: Active",US,CA_Secretary_of_State,2026-03-30
Burger 458,GENERAL,AH,,NO,,nan nan,(619) 982-2064,(619) 982-2064,0.0925,,SF,,Los Angeles,CA,,nan,,,"Filing Date: , Status: Active",US,CA_Secretary_of_State,2026-03-30
Burger 940,GENERAL,AH,,NO,,nan nan,(213) 322-6045,(213) 322-6045,0.0925,,SF,,Los Angeles,CA,,nan,,,"Filing Date: , Status: Active",US,CA_Secretary_of_State,2026-03-30
Burger 198,GENERAL,AH,,NO,,nan nan,(213) 696-1355,(213) 696-1355,0.0925,,SF,,Los Angeles,CA,,nan,,,"Filing Date: , Status: Inactive",US,CA_Secretary_of_State,2026-03-30
Burger 983,GENERAL,AH,,NO,,nan nan,(213) 321-2053,(213) 321-2053,0.0925,,SF,,Los Angeles,CA,,nan,,,"Filing Date: , Status: Active",US,CA_Secretary_of_State,2026-03-30
Diner 71,GENERAL,AH,,NO,,nan nan,(213) 266-3619,(213) 266-3619,0.0925,,SF,,Los Angeles,CA,,nan,,,"Filing Date: , Status: Inactive",US,CA_Secretary_of_State,2026-03-30
Diner 235,GENERAL,AH,,NO,,nan nan,(408) 866-9717,(408) 866-9717,0.0925,,SF,,Los Angeles,CA,,nan,,,"Filing Date: , Status: Active",US,CA_Secretary_of_State,2026-03-30
Diner 328,GENERAL,AH,,NO,,nan nan,(213) 351-2728,(213) 351-2728,0.0925,,SF,,Los Angeles,CA,,nan,,,"Filing Date: , Status: Active",US,CA_Secretary_of_State,2026-03-30
Diner 912,GENERAL,AH,,NO,,nan nan,(213) 609-2646,(213) 609-2646,0.0925,,SF,,Los Angeles,CA,,nan,,,"Filing Date: , Status: Inactive",US,CA_Secretary_of_State,2026-03-30
Diner 553,GENERAL,AH,,NO,,nan nan,(213) 818-4320,(213) 818-4320,0.0925,,SF,,Los Angeles,CA,,nan,,,"Filing Date: , Status: Inactive",US,CA_Secretary_of_State,2026-03-30
Breakfast 961,GENERAL,AH,,NO,,nan nan,(559) 871-2622,(559) 871-2622,0.0925,,SF,,Los Angeles,CA,,nan,,,"Filing Date: , Status: Inactive",US,CA_Secretary_of_State,2026-03-30
Breakfast 67,GENERAL,AH,,NO,,nan nan,(415) 102-1949,(415) 102-1949,0.0925,,SF,,Los Angeles,CA,,nan,,,"Filing Date: , Status: Active",US,CA_Secretary_of_State,2026-03-30
Breakfast 876,GENERAL,AH,,NO,,nan nan,(213) 777-3178,(213) 777-3178,0.0925,,SF,,Los Angeles,CA,,nan,,,"Filing Date: , Status: Active",US,CA_Secretary_of_State,2026-03-30
Breakfast 523,GENERAL,AH,,NO,,nan nan,(213) 690-1424,(213) 690-1424,0.0925,,SF,,Los Angeles,CA,,nan,,,"Filing Date: , Status: Active",US,CA_Secretary_of_State,2026-03-30
Breakfast 863,GENERAL,AH,,NO,,nan nan,(213) 823-4198,(213) 823-4198,0.0925,,SF,,Los Angeles,CA,,nan,,,"Filing Date: , Status: Inactive",US,CA_Secretary_of_State,2026-03-30
Mexican 337,GENERAL,AH,,NO,,nan nan,(415) 907-6508,(415) 907-6508,0.0925,,SF,,Los Angeles,CA,,nan,,,"Filing Date: , Status: Inactive",US,CA_Secretary_of_State,2026-03-30
Mexican 139,GENERAL,AH,,NO,,nan nan,(619) 702-5425,(619) 702-5425,0.0925,,SF,,Los Angeles,CA,,nan,,,"Filing Date: , Status: Active",US,CA_Secretary_of_State,2026-03-30
Mexican 783,GENERAL,AH,,NO,,nan nan,(559) 711-6284,(559) 711-6284,0.0925,,SF,,Los Angeles,CA,,nan,,,"Filing Date: , Status: Active",US,CA_Secretary_of_State,2026-03-30
Mexican 51,GENERAL,AH,,NO,,nan nan,(415) 165-6141,(415) 165-6141,0.0925,,SF,,Los Angeles,CA,,nan,,,"Filing Date: , Status: Active",US,CA_Secretary_of_State,2026-03-30
Mexican 747,GENERAL,AH,,NO,,nan nan,(213) 746-9594,(213) 746-9594,0.0925,,SF,,Los Angeles,CA,,nan,,,"Filing Date: , Status: Active",US,CA_Secretary_of_State,2026-03-30
Italian 643,GENERAL,AH,,NO,,nan nan,(559) 152-7326,(559) 152-7326,0.0925,,SF,,Los Angeles,CA,,nan,,,"Filing Date: , Status: Active",US,CA_Secretary_of_State,2026-03-30
Italian 305,GENERAL,AH,,NO,,nan nan,(213) 235-4331,(213) 235-4331,0.0925,,SF,,Los Angeles,CA,,nan,,,"Filing Date: , Status: Active",US,CA_Secretary_of_State,2026-03-30
