First Name,Last Name,Email,Phone,Company,City,County,State,Country,Priority,Email_Valid,Tags,Notes,Source
David,(Owner),,(210) 231-1102,David Breakfast,San Antonio,N/A,TX,,C,No,"Priority_A, TX_Business, breakfast, State_Level, Invalid_Email","County: Bexar, Status: new",TX_Secretary_of_State
Patricia,(Owner),,(210) 713-2048,Taqueria House,San Antonio,N/A,TX,,C,No,"Priority_A, TX_Business, taqueria, State_Level, Invalid_Email","County: Bexar, Status: new",TX_Secretary_of_State
Carmen,(Owner),,(210) 770-8127,Deli by Carmen,San Antonio,N/A,TX,,C,No,"Priority_A, TX_Business, deli, State_Level, Invalid_Email","County: Bexar, Status: new",TX_Secretary_of_State
Michael,(Owner),,(726) 558-5347,The Michael Sandwich,San Antonio,N/A,TX,,C,No,"Priority_A, TX_Business, sandwich, State_Level, Invalid_Email","County: Bexar, Status: new",TX_Secretary_of_State
Tony,(Owner),,(726) 620-1092,Tony's Place,San Antonio,N/A,TX,,C,No,"Priority_A, TX_Business, thai, State_Level, Invalid_Email","County: Bexar, Status: new",TX_Secretary_of_State
Emma,(Owner),,(726) 735-2644,Pizza House,San Antonio,N/A,TX,,C,No,"Priority_A, TX_Business, pizza, State_Level, Invalid_Email","County: Bexar, Status: new",TX_Secretary_of_State
Jennifer,(Owner),,(726) 366-7143,Jennifer Pizza,San Antonio,N/A,TX,,C,No,"Priority_A, TX_Business, pizza, State_Level, Invalid_Email","County: Bexar, Status: new",TX_Secretary_of_State
Juan,(Owner),,(726) 352-2299,The Juan Steakhouse,San Antonio,N/A,TX,,C,No,"Priority_A, TX_Business, steakhouse, State_Level, Invalid_Email","County: Bexar, Status: new",TX_Secretary_of_State
Jennifer,(Owner),,(726) 706-3544,Jennifer's Breakfast,San Antonio,N/A,TX,,C,No,"Priority_A, TX_Business, breakfast, State_Level, Invalid_Email","County: Bexar, Status: new",TX_Secretary_of_State
Linda,(Owner),,(726) 772-7807,The Linda Vietnamese,San Antonio,N/A,TX,,C,No,"Priority_A, TX_Business, vietnamese, State_Level, Invalid_Email","County: Bexar, Status: new",TX_Secretary_of_State
Emma,(Owner),,(210) 592-8133,Emma & Family Italian,San Antonio,N/A,TX,,C,No,"Priority_A, TX_Business, italian, State_Level, Invalid_Email","County: Bexar, Status: new",TX_Secretary_of_State
Jennifer,(Owner),,(210) 455-3361,Jennifer & Family Diner,San Antonio,N/A,TX,,C,No,"Priority_A, TX_Business, diner, State_Level, Invalid_Email","County: Bexar, Status: new",TX_Secretary_of_State
Pedro,(Owner),,(210) 975-5208,Pedro's Chinese,San Antonio,N/A,TX,,C,No,"Priority_A, TX_Business, chinese, State_Level, Invalid_Email","County: Bexar, Status: new",TX_Secretary_of_State
Miguel,(Owner),,(210) 830-8506,Miguel Steakhouse,San Antonio,N/A,TX,,C,No,"Priority_A, TX_Business, steakhouse, State_Level, Invalid_Email","County: Bexar, Status: new",TX_Secretary_of_State
Roberto,(Owner),,(210) 952-6991,Restaurant House,San Antonio,N/A,TX,,C,No,"Priority_A, TX_Business, restaurant, State_Level, Invalid_Email","County: Bexar, Status: new",TX_Secretary_of_State
Maria,(Owner),,(726) 645-7181,Cafe by Maria,San Antonio,N/A,TX,,C,No,"Priority_A, TX_Business, cafe, State_Level, Invalid_Email","County: Bexar, Status: new",TX_Secretary_of_State
Miguel,(Owner),,(210) 612-1853,Miguel & Family Sandwich,San Antonio,N/A,TX,,C,No,"Priority_A, TX_Business, sandwich, State_Level, Invalid_Email","County: Bexar, Status: new",TX_Secretary_of_State
Tony,(Owner),,(726) 696-7287,Tony's Place,San Antonio,N/A,TX,,C,No,"Priority_A, TX_Business, vietnamese, State_Level, Invalid_Email","County: Bexar, Status: new",TX_Secretary_of_State
Antonio,(Owner),,(726) 204-2046,Antonio's Place,San Antonio,N/A,TX,,C,No,"Priority_A, TX_Business, seafood, State_Level, Invalid_Email","County: Bexar, Status: new",TX_Secretary_of_State
John,(Owner),,(726) 786-2308,Breakfast by John,San Antonio,N/A,TX,,C,No,"Priority_A, TX_Business, breakfast, State_Level, Invalid_Email","County: Bexar, Status: new",TX_Secretary_of_State
Patricia,(Owner),,(726) 578-8674,Patricia's Place,San Antonio,N/A,TX,,C,No,"Priority_A, TX_Business, pizza, State_Level, Invalid_Email","County: Bexar, Status: new",TX_Secretary_of_State
Elena,(Owner),,(210) 593-8870,Elena & Family Taqueria,San Antonio,N/A,TX,,C,No,"Priority_A, TX_Business, taqueria, State_Level, Invalid_Email","County: Bexar, Status: new",TX_Secretary_of_State
Hector,(Owner),,(210) 439-8970,Hector & Family Cafe,San Antonio,N/A,TX,,C,No,"Priority_A, TX_Business, cafe, State_Level, Invalid_Email","County: Bexar, Status: new",TX_Secretary_of_State
Elena,(Owner),,(726) 505-1172,Elena & Family Pizza,San Antonio,N/A,TX,,C,No,"Priority_A, TX_Business, pizza, State_Level, Invalid_Email","County: Bexar, Status: new",TX_Secretary_of_State
Antonio,(Owner),,(726) 828-5420,Antonio's Sandwich,San Antonio,N/A,TX,,C,No,"Priority_A, TX_Business, sandwich, State_Level, Invalid_Email","County: Bexar, Status: new",TX_Secretary_of_State
Emma,(Owner),,(210) 385-2910,Emma Thai,San Antonio,N/A,TX,,C,No,"Priority_A, TX_Business, thai, State_Level, Invalid_Email","County: Bexar, Status: new",TX_Secretary_of_State
Isabella,(Owner),,(726) 749-7265,Isabella's Food Truck,San Antonio,N/A,TX,,C,No,"Priority_A, TX_Business, food truck, State_Level, Invalid_Email","County: Bexar, Status: new",TX_Secretary_of_State
Sofia,(Owner),,(726) 330-5166,The Sofia Chinese,San Antonio,N/A,TX,,C,No,"Priority_A, TX_Business, chinese, State_Level, Invalid_Email","County: Bexar, Status: new",TX_Secretary_of_State
Hector,(Owner),,(210) 749-5352,Burger House,San Antonio,N/A,TX,,C,No,"Priority_A, TX_Business, burger, State_Level, Invalid_Email","County: Bexar, Status: new",TX_Secretary_of_State
Isabella,(Owner),,(726) 359-5230,Isabella's Place,San Antonio,N/A,TX,,C,No,"Priority_A, TX_Business, italian, State_Level, Invalid_Email","County: Bexar, Status: new",TX_Secretary_of_State
Guadalupe,(Owner),,(726) 931-2935,Guadalupe's Place,San Antonio,N/A,TX,,C,No,"Priority_A, TX_Business, mexican, State_Level, Invalid_Email","County: Bexar, Status: new",TX_Secretary_of_State
Linda,(Owner),,(726) 283-7959,Sandwich by Linda,San Antonio,N/A,TX,,C,No,"Priority_A, TX_Business, sandwich, State_Level, Invalid_Email","County: Bexar, Status: new",TX_Secretary_of_State
Carmen,(Owner),,(726) 463-2338,Sushi by Carmen,San Antonio,N/A,TX,,C,No,"Priority_A, TX_Business, sushi, State_Level, Invalid_Email","County: Bexar, Status: new",TX_Secretary_of_State
Carlos,(Owner),,(210) 956-2966,Carlos's Diner,San Antonio,N/A,TX,,C,No,"Priority_A, TX_Business, diner, State_Level, Invalid_Email","County: Bexar, Status: new",TX_Secretary_of_State
Linda,(Owner),,(726) 363-6526,The Linda Burger,San Antonio,N/A,TX,,C,No,"Priority_A, TX_Business, burger, State_Level, Invalid_Email","County: Bexar, Status: new",TX_Secretary_of_State
Elena,(Owner),,(726) 835-5837,The Elena Bakery,San Antonio,N/A,TX,,C,No,"Priority_A, TX_Business, bakery, State_Level, Invalid_Email","County: Bexar, Status: new",TX_Secretary_of_State
Juan,(Owner),,(210) 990-2733,Juan's Place,San Antonio,N/A,TX,,C,No,"Priority_A, TX_Business, mexican, State_Level, Invalid_Email","County: Bexar, Status: new",TX_Secretary_of_State
Isabella,(Owner),,(726) 523-5753,Isabella Seafood,San Antonio,N/A,TX,,C,No,"Priority_A, TX_Business, seafood, State_Level, Invalid_Email","County: Bexar, Status: new",TX_Secretary_of_State
John,(Owner),,(210) 990-3238,John's Place,San Antonio,N/A,TX,,C,No,"Priority_A, TX_Business, burger, State_Level, Invalid_Email","County: Bexar, Status: new",TX_Secretary_of_State
Michael,(Owner),,(726) 933-3541,Sushi House,San Antonio,N/A,TX,,C,No,"Priority_A, TX_Business, sushi, State_Level, Invalid_Email","County: Bexar, Status: new",TX_Secretary_of_State
Maria,(Owner),,(737) 682-2287,Thai by Maria,Austin,N/A,TX,,C,No,"Priority_A, TX_Business, thai, State_Level, Invalid_Email","County: Travis, Status: new",TX_Secretary_of_State
Antonio,(Owner),,(512) 239-9831,The Antonio Restaurant,Austin,N/A,TX,,C,No,"Priority_A, TX_Business, restaurant, State_Level, Invalid_Email","County: Travis, Status: new",TX_Secretary_of_State
Jennifer,(Owner),,(737) 996-2396,Taqueria by Jennifer,Austin,N/A,TX,,C,No,"Priority_A, TX_Business, taqueria, State_Level, Invalid_Email","County: Travis, Status: new",TX_Secretary_of_State
Francisco,(Owner),,(512) 979-3393,Francisco's Restaurant,Austin,N/A,TX,,C,No,"Priority_A, TX_Business, restaurant, State_Level, Invalid_Email","County: Travis, Status: new",TX_Secretary_of_State
Carmen,(Owner),,(737) 370-9582,Carmen's Chinese,Austin,N/A,TX,,C,No,"Priority_A, TX_Business, chinese, State_Level, Invalid_Email","County: Travis, Status: new",TX_Secretary_of_State
Mike,(Owner),,(512) 895-4418,Mike's Taqueria,Austin,N/A,TX,,C,No,"Priority_A, TX_Business, taqueria, State_Level, Invalid_Email","County: Travis, Status: new",TX_Secretary_of_State
Jennifer,(Owner),,(737) 700-7777,Jennifer's Breakfast,Austin,N/A,TX,,C,No,"Priority_A, TX_Business, breakfast, State_Level, Invalid_Email","County: Travis, Status: new",TX_Secretary_of_State
Jose,(Owner),,(512) 242-6293,Jose's Breakfast,Austin,N/A,TX,,C,No,"Priority_A, TX_Business, breakfast, State_Level, Invalid_Email","County: Travis, Status: new",TX_Secretary_of_State
Jennifer,(Owner),,(512) 464-5849,Sushi by Jennifer,Austin,N/A,TX,,C,No,"Priority_A, TX_Business, sushi, State_Level, Invalid_Email","County: Travis, Status: new",TX_Secretary_of_State
Robert,(Owner),,(737) 755-8542,Pizza House,Austin,N/A,TX,,C,No,"Priority_A, TX_Business, pizza, State_Level, Invalid_Email","County: Travis, Status: new",TX_Secretary_of_State
Jennifer,(Owner),,(512) 378-7943,Burger by Jennifer,Austin,N/A,TX,,C,No,"Priority_A, TX_Business, burger, State_Level, Invalid_Email","County: Travis, Status: new",TX_Secretary_of_State
William,(Owner),,(737) 386-5365,Thai House,Austin,N/A,TX,,C,No,"Priority_A, TX_Business, thai, State_Level, Invalid_Email","County: Travis, Status: new",TX_Secretary_of_State
Guadalupe,(Owner),,(737) 508-1349,Guadalupe's Diner,Austin,N/A,TX,,C,No,"Priority_A, TX_Business, diner, State_Level, Invalid_Email","County: Travis, Status: new",TX_Secretary_of_State
Hector,(Owner),,(512) 830-3882,Hector & Family Cafe,Austin,N/A,TX,,C,No,"Priority_A, TX_Business, cafe, State_Level, Invalid_Email","County: Travis, Status: new",TX_Secretary_of_State
Maria,(Owner),,(737) 777-1489,Maria Steakhouse,Austin,N/A,TX,,C,No,"Priority_A, TX_Business, steakhouse, State_Level, Invalid_Email","County: Travis, Status: new",TX_Secretary_of_State
Miguel,(Owner),,(737) 476-8030,The Miguel Bbq,Austin,N/A,TX,,C,No,"Priority_A, TX_Business, bbq, State_Level, Invalid_Email","County: Travis, Status: new",TX_Secretary_of_State
Mike,(Owner),,(512) 396-7681,Mike & Family Sushi,Austin,N/A,TX,,C,No,"Priority_A, TX_Business, sushi, State_Level, Invalid_Email","County: Travis, Status: new",TX_Secretary_of_State
John,(Owner),,(737) 491-1694,Thai House,Austin,N/A,TX,,C,No,"Priority_A, TX_Business, thai, State_Level, Invalid_Email","County: Travis, Status: new",TX_Secretary_of_State
Hector,(Owner),,(737) 284-9041,The Hector Restaurant,Austin,N/A,TX,,C,No,"Priority_A, TX_Business, restaurant, State_Level, Invalid_Email","County: Travis, Status: new",TX_Secretary_of_State
Isabella,(Owner),,(512) 812-9815,Deli House,Austin,N/A,TX,,C,No,"Priority_A, TX_Business, deli, State_Level, Invalid_Email","County: Travis, Status: new",TX_Secretary_of_State
Luis,(Owner),,(737) 571-7264,Luis Chinese,Austin,N/A,TX,,C,No,"Priority_A, TX_Business, chinese, State_Level, Invalid_Email","County: Travis, Status: new",TX_Secretary_of_State
Sarah,(Owner),,(512) 286-4178,Sarah's Cafe,Austin,N/A,TX,,C,No,"Priority_A, TX_Business, cafe, State_Level, Invalid_Email","County: Travis, Status: new",TX_Secretary_of_State
Juan,(Owner),,(737) 988-7674,Juan's Place,Austin,N/A,TX,,C,No,"Priority_A, TX_Business, food truck, State_Level, Invalid_Email","County: Travis, Status: new",TX_Secretary_of_State
Jose,(Owner),,(512) 859-3335,Jose & Family Chinese,Austin,N/A,TX,,C,No,"Priority_A, TX_Business, chinese, State_Level, Invalid_Email","County: Travis, Status: new",TX_Secretary_of_State
Jennifer,(Owner),,(512) 894-5407,Jennifer & Family Steakhouse,Austin,N/A,TX,,C,No,"Priority_A, TX_Business, steakhouse, State_Level, Invalid_Email","County: Travis, Status: new",TX_Secretary_of_State
Linda,(Owner),,(737) 423-3096,Linda Seafood,Austin,N/A,TX,,C,No,"Priority_A, TX_Business, seafood, State_Level, Invalid_Email","County: Travis, Status: new",TX_Secretary_of_State
Jose,(Owner),,(512) 215-3253,Jose's Burger,Austin,N/A,TX,,C,No,"Priority_A, TX_Business, burger, State_Level, Invalid_Email","County: Travis, Status: new",TX_Secretary_of_State
Francisco,(Owner),,(512) 561-1450,Breakfast House,Austin,N/A,TX,,C,No,"Priority_A, TX_Business, breakfast, State_Level, Invalid_Email","County: Travis, Status: new",TX_Secretary_of_State
Pedro,(Owner),,(737) 789-6375,The Pedro Food Truck,Austin,N/A,TX,,C,No,"Priority_A, TX_Business, food truck, State_Level, Invalid_Email","County: Travis, Status: new",TX_Secretary_of_State
Isabella,(Owner),,(512) 877-6808,Isabella's Food Truck,Austin,N/A,TX,,C,No,"Priority_A, TX_Business, food truck, State_Level, Invalid_Email","County: Travis, Status: new",TX_Secretary_of_State
Tony,(Owner),,(512) 903-6305,Tony & Family Deli,Austin,N/A,TX,,C,No,"Priority_A, TX_Business, deli, State_Level, Invalid_Email","County: Travis, Status: new",TX_Secretary_of_State
Carmen,(Owner),,(737) 857-7375,Italian House,Austin,N/A,TX,,C,No,"Priority_A, TX_Business, italian, State_Level, Invalid_Email","County: Travis, Status: new",TX_Secretary_of_State
Carmen,(Owner),,(737) 523-3441,Thai by Carmen,Austin,N/A,TX,,C,No,"Priority_A, TX_Business, thai, State_Level, Invalid_Email","County: Travis, Status: new",TX_Secretary_of_State
Francisco,(Owner),,(512) 511-8857,Francisco's Diner,Austin,N/A,TX,,C,No,"Priority_A, TX_Business, diner, State_Level, Invalid_Email","County: Travis, Status: new",TX_Secretary_of_State
William,(Owner),,(737) 649-2537,William's Deli,Austin,N/A,TX,,C,No,"Priority_A, TX_Business, deli, State_Level, Invalid_Email","County: Travis, Status: new",TX_Secretary_of_State
Linda,(Owner),,(512) 786-9967,Mexican by Linda,Austin,N/A,TX,,C,No,"Priority_A, TX_Business, mexican, State_Level, Invalid_Email","County: Travis, Status: new",TX_Secretary_of_State
Rosa,(Owner),,(737) 470-3797,Rosa's Deli,Austin,N/A,TX,,C,No,"Priority_A, TX_Business, deli, State_Level, Invalid_Email","County: Travis, Status: new",TX_Secretary_of_State
Carlos,(Owner),,(737) 337-9665,Sushi House,Austin,N/A,TX,,C,No,"Priority_A, TX_Business, sushi, State_Level, Invalid_Email","County: Travis, Status: new",TX_Secretary_of_State
Michael,(Owner),,(737) 655-6084,Michael's Diner,Austin,N/A,TX,,C,No,"Priority_A, TX_Business, diner, State_Level, Invalid_Email","County: Travis, Status: new",TX_Secretary_of_State
Maria,(Owner),,(512) 951-8802,Maria's Vietnamese,Austin,N/A,TX,,C,No,"Priority_A, TX_Business, vietnamese, State_Level, Invalid_Email","County: Travis, Status: new",TX_Secretary_of_State
Lisa,(Owner),,(512) 447-4439,Lisa Pizza,Austin,N/A,TX,,C,No,"Priority_A, TX_Business, pizza, State_Level, Invalid_Email","County: Travis, Status: new",TX_Secretary_of_State
Sarah,(Owner),,(737) 584-7148,Sarah's Italian,Austin,N/A,TX,,C,No,"Priority_A, TX_Business, italian, State_Level, Invalid_Email","County: Travis, Status: new",TX_Secretary_of_State
Patricia,(Owner),,(512) 575-6956,Taqueria by Patricia,Austin,N/A,TX,,C,No,"Priority_A, TX_Business, taqueria, State_Level, Invalid_Email","County: Travis, Status: new",TX_Secretary_of_State
Jose,(Owner),,(512) 641-8965,Jose Cafe,Austin,N/A,TX,,C,No,"Priority_A, TX_Business, cafe, State_Level, Invalid_Email","County: Travis, Status: new",TX_Secretary_of_State
Tony,(Owner),,(737) 226-8375,The Tony Restaurant,Austin,N/A,TX,,C,No,"Priority_A, TX_Business, restaurant, State_Level, Invalid_Email","County: Travis, Status: new",TX_Secretary_of_State
Mike,(Owner),,(737) 819-7979,Food Truck House,Austin,N/A,TX,,C,No,"Priority_A, TX_Business, food truck, State_Level, Invalid_Email","County: Travis, Status: new",TX_Secretary_of_State
Elena,(Owner),,(737) 372-8564,Vietnamese House,Austin,N/A,TX,,C,No,"Priority_A, TX_Business, vietnamese, State_Level, Invalid_Email","County: Travis, Status: new",TX_Secretary_of_State
Lisa,(Owner),,(737) 331-4957,The Lisa Burger,Austin,N/A,TX,,C,No,"Priority_A, TX_Business, burger, State_Level, Invalid_Email","County: Travis, Status: new",TX_Secretary_of_State
Michael,(Owner),,(512) 813-2273,Michael's Food Truck,Austin,N/A,TX,,C,No,"Priority_A, TX_Business, food truck, State_Level, Invalid_Email","County: Travis, Status: new",TX_Secretary_of_State
Carmen,(Owner),,(737) 513-2715,Carmen's Burger,Austin,N/A,TX,,C,No,"Priority_A, TX_Business, burger, State_Level, Invalid_Email","County: Travis, Status: new",TX_Secretary_of_State
Robert,(Owner),,(512) 702-2098,The Robert Vietnamese,Austin,N/A,TX,,C,No,"Priority_A, TX_Business, vietnamese, State_Level, Invalid_Email","County: Travis, Status: new",TX_Secretary_of_State
Sarah,(Owner),,(737) 932-1005,Sarah Italian,Austin,N/A,TX,,C,No,"Priority_A, TX_Business, italian, State_Level, Invalid_Email","County: Travis, Status: new",TX_Secretary_of_State
Isabella,(Owner),,(737) 691-1775,Cafe by Isabella,Austin,N/A,TX,,C,No,"Priority_A, TX_Business, cafe, State_Level, Invalid_Email","County: Travis, Status: new",TX_Secretary_of_State
Michael,(Owner),,(512) 593-3043,Michael's Deli,Austin,N/A,TX,,C,No,"Priority_A, TX_Business, deli, State_Level, Invalid_Email","County: Travis, Status: new",TX_Secretary_of_State
Sofia,(Owner),,(737) 734-6283,Sofia's Italian,Austin,N/A,TX,,C,No,"Priority_A, TX_Business, italian, State_Level, Invalid_Email","County: Travis, Status: new",TX_Secretary_of_State
Antonio,(Owner),,(737) 567-3808,The Antonio Italian,Austin,N/A,TX,,C,No,"Priority_A, TX_Business, italian, State_Level, Invalid_Email","County: Travis, Status: new",TX_Secretary_of_State
Patricia,(Owner),,(512) 687-3321,Patricia Taqueria,Austin,N/A,TX,,C,No,"Priority_A, TX_Business, taqueria, State_Level, Invalid_Email","County: Travis, Status: new",TX_Secretary_of_State
Emma,(Owner),,(737) 528-1977,The Emma Mexican,Austin,N/A,TX,,C,No,"Priority_A, TX_Business, mexican, State_Level, Invalid_Email","County: Travis, Status: new",TX_Secretary_of_State
Hector,(Owner),,(512) 926-9866,The Hector Burger,Austin,N/A,TX,,C,No,"Priority_A, TX_Business, burger, State_Level, Invalid_Email","County: Travis, Status: new",TX_Secretary_of_State
Rosa,(Owner),,(737) 562-9934,Deli by Rosa,Austin,N/A,TX,,C,No,"Priority_A, TX_Business, deli, State_Level, Invalid_Email","County: Travis, Status: new",TX_Secretary_of_State
Robert,(Owner),,(512) 810-1541,Robert's Vietnamese,Austin,N/A,TX,,C,No,"Priority_A, TX_Business, vietnamese, State_Level, Invalid_Email","County: Travis, Status: new",TX_Secretary_of_State
Sarah,(Owner),,(512) 732-4071,Sarah & Family Sushi,Austin,N/A,TX,,C,No,"Priority_A, TX_Business, sushi, State_Level, Invalid_Email","County: Travis, Status: new",TX_Secretary_of_State
Pedro,(Owner),,(737) 937-1976,Pedro's Diner,Austin,N/A,TX,,C,No,"Priority_A, TX_Business, diner, State_Level, Invalid_Email","County: Travis, Status: new",TX_Secretary_of_State
Rosa,(Owner),,(512) 222-6832,Rosa & Family Restaurant,Austin,N/A,TX,,C,No,"Priority_A, TX_Business, restaurant, State_Level, Invalid_Email","County: Travis, Status: new",TX_Secretary_of_State
Carlos,(Owner),,(512) 736-7271,Carlos & Family Burger,Austin,N/A,TX,,C,No,"Priority_A, TX_Business, burger, State_Level, Invalid_Email","County: Travis, Status: new",TX_Secretary_of_State
Jose,(Owner),,(737) 744-9680,Food Truck House,Austin,N/A,TX,,C,No,"Priority_A, TX_Business, food truck, State_Level, Invalid_Email","County: Travis, Status: new",TX_Secretary_of_State
Juan,(Owner),,(512) 649-4892,Juan's Place,Austin,N/A,TX,,C,No,"Priority_A, TX_Business, pizza, State_Level, Invalid_Email","County: Travis, Status: new",TX_Secretary_of_State
Pedro,(Owner),,(737) 972-8998,Chinese House,Austin,N/A,TX,,C,No,"Priority_A, TX_Business, chinese, State_Level, Invalid_Email","County: Travis, Status: new",TX_Secretary_of_State
Tony,(Owner),,(737) 564-1167,Vietnamese House,Austin,N/A,TX,,C,No,"Priority_A, TX_Business, vietnamese, State_Level, Invalid_Email","County: Travis, Status: new",TX_Secretary_of_State
Roberto,(Owner),,(512) 270-8712,Roberto's Diner,Austin,N/A,TX,,C,No,"Priority_A, TX_Business, diner, State_Level, Invalid_Email","County: Travis, Status: new",TX_Secretary_of_State
David,(Owner),,(737) 714-5284,The David Steakhouse,Austin,N/A,TX,,C,No,"Priority_A, TX_Business, steakhouse, State_Level, Invalid_Email","County: Travis, Status: new",TX_Secretary_of_State
Pedro,(Owner),,(737) 369-5977,Steakhouse by Pedro,Austin,N/A,TX,,C,No,"Priority_A, TX_Business, steakhouse, State_Level, Invalid_Email","County: Travis, Status: new",TX_Secretary_of_State
Roberto,(Owner),,(512) 535-6115,Mexican by Roberto,Austin,N/A,TX,,C,No,"Priority_A, TX_Business, mexican, State_Level, Invalid_Email","County: Travis, Status: new",TX_Secretary_of_State
Miguel,(Owner),,(737) 598-2987,The Miguel Steakhouse,Austin,N/A,TX,,C,No,"Priority_A, TX_Business, steakhouse, State_Level, Invalid_Email","County: Travis, Status: new",TX_Secretary_of_State
David,(Owner),,(512) 895-5568,David Diner,Austin,N/A,TX,,C,No,"Priority_A, TX_Business, diner, State_Level, Invalid_Email","County: Travis, Status: new",TX_Secretary_of_State
Emma,(Owner),,(737) 954-8064,The Emma Sandwich,Austin,N/A,TX,,C,No,"Priority_A, TX_Business, sandwich, State_Level, Invalid_Email","County: Travis, Status: new",TX_Secretary_of_State
Robert,(Owner),,(737) 725-4139,Robert's Italian,Austin,N/A,TX,,C,No,"Priority_A, TX_Business, italian, State_Level, Invalid_Email","County: Travis, Status: new",TX_Secretary_of_State
Robert,(Owner),,(512) 494-7353,Robert's Sandwich,Austin,N/A,TX,,C,No,"Priority_A, TX_Business, sandwich, State_Level, Invalid_Email","County: Travis, Status: new",TX_Secretary_of_State
Elena,(Owner),,(737) 800-2110,The Elena Diner,Austin,N/A,TX,,C,No,"Priority_A, TX_Business, diner, State_Level, Invalid_Email","County: Travis, Status: new",TX_Secretary_of_State
Tony,(Owner),,(512) 491-5049,Burger House,Austin,N/A,TX,,C,No,"Priority_A, TX_Business, burger, State_Level, Invalid_Email","County: Travis, Status: new",TX_Secretary_of_State
Juan,(Owner),,(737) 749-6514,Juan's Mexican,Austin,N/A,TX,,C,No,"Priority_A, TX_Business, mexican, State_Level, Invalid_Email","County: Travis, Status: new",TX_Secretary_of_State
Francisco,(Owner),,(737) 684-8957,Francisco Thai,Austin,N/A,TX,,C,No,"Priority_A, TX_Business, thai, State_Level, Invalid_Email","County: Travis, Status: new",TX_Secretary_of_State
David,(Owner),,(512) 249-1561,David's Chinese,Austin,N/A,TX,,C,No,"Priority_A, TX_Business, chinese, State_Level, Invalid_Email","County: Travis, Status: new",TX_Secretary_of_State
Hector,(Owner),,(737) 439-3884,Hector's Steakhouse,Austin,N/A,TX,,C,No,"Priority_A, TX_Business, steakhouse, State_Level, Invalid_Email","County: Travis, Status: new",TX_Secretary_of_State
Sarah,(Owner),,(512) 865-8943,Sarah's Place,Austin,N/A,TX,,C,No,"Priority_A, TX_Business, bakery, State_Level, Invalid_Email","County: Travis, Status: new",TX_Secretary_of_State
Luis,(Owner),,(737) 210-7022,Italian by Luis,Austin,N/A,TX,,C,No,"Priority_A, TX_Business, italian, State_Level, Invalid_Email","County: Travis, Status: new",TX_Secretary_of_State
Juan,(Owner),,(737) 783-4728,Juan & Family Italian,Austin,N/A,TX,,C,No,"Priority_A, TX_Business, italian, State_Level, Invalid_Email","County: Travis, Status: new",TX_Secretary_of_State
Miguel,(Owner),,(512) 675-4556,Miguel's Pizza,Austin,N/A,TX,,C,No,"Priority_A, TX_Business, pizza, State_Level, Invalid_Email","County: Travis, Status: new",TX_Secretary_of_State
Jose,(Owner),,(737) 483-5822,The Jose Breakfast,Austin,N/A,TX,,C,No,"Priority_A, TX_Business, breakfast, State_Level, Invalid_Email","County: Travis, Status: new",TX_Secretary_of_State
Linda,(Owner),,(512) 884-5980,Linda Sandwich,Austin,N/A,TX,,C,No,"Priority_A, TX_Business, sandwich, State_Level, Invalid_Email","County: Travis, Status: new",TX_Secretary_of_State
Rosa,(Owner),,(512) 230-8360,Rosa's Diner,Austin,N/A,TX,,C,No,"Priority_A, TX_Business, diner, State_Level, Invalid_Email","County: Travis, Status: new",TX_Secretary_of_State
William,(Owner),,(737) 423-4790,Mexican by William,Austin,N/A,TX,,C,No,"Priority_A, TX_Business, mexican, State_Level, Invalid_Email","County: Travis, Status: new",TX_Secretary_of_State
Sarah,(Owner),,(512) 726-7978,Sarah's Food Truck,Austin,N/A,TX,,C,No,"Priority_A, TX_Business, food truck, State_Level, Invalid_Email","County: Travis, Status: new",TX_Secretary_of_State
Sarah,(Owner),,(737) 646-5284,Sarah's Seafood,Austin,N/A,TX,,C,No,"Priority_A, TX_Business, seafood, State_Level, Invalid_Email","County: Travis, Status: new",TX_Secretary_of_State
Jose,(Owner),,(737) 286-5767,Jose Chinese,Austin,N/A,TX,,C,No,"Priority_A, TX_Business, chinese, State_Level, Invalid_Email","County: Travis, Status: new",TX_Secretary_of_State
Francisco,(Owner),,(737) 322-1522,Francisco's Diner,Austin,N/A,TX,,C,No,"Priority_A, TX_Business, diner, State_Level, Invalid_Email","County: Travis, Status: new",TX_Secretary_of_State
Sarah,(Owner),,(737) 967-7811,Sarah's Bakery,Austin,N/A,TX,,C,No,"Priority_A, TX_Business, bakery, State_Level, Invalid_Email","County: Travis, Status: new",TX_Secretary_of_State
Pedro,(Owner),,(737) 772-2596,Pedro's Cafe,Austin,N/A,TX,,C,No,"Priority_A, TX_Business, cafe, State_Level, Invalid_Email","County: Travis, Status: new",TX_Secretary_of_State
Antonio,(Owner),,(512) 813-3832,Sushi House,Austin,N/A,TX,,C,No,"Priority_A, TX_Business, sushi, State_Level, Invalid_Email","County: Travis, Status: new",TX_Secretary_of_State
William,(Owner),,(512) 847-4568,William Italian,Austin,N/A,TX,,C,No,"Priority_A, TX_Business, italian, State_Level, Invalid_Email","County: Travis, Status: new",TX_Secretary_of_State
Robert,(Owner),,(737) 854-5136,Robert Bbq,Austin,N/A,TX,,C,No,"Priority_A, TX_Business, bbq, State_Level, Invalid_Email","County: Travis, Status: new",TX_Secretary_of_State
